Key,Value
WASHED,"{(4, 74), (1201, 109)}"
WASHING,"{(105, 68), (629, 154), (629, 115), (629, 5), (261, 83), (629, 23)}"
WASHINGS,"{(497, 51), (533, 138)}"
WASHINGTON,"{(898, 47), (13, 20), (13, 5), (678, 23)}"
WASHOUT,"{(885, 9), (886, 20), (886, 36), (194, 132), (388, 27), (885, 33), (886, 9), (1237, 70), (388, 59)}"
WASHOUTS,"{(630, 154), (194, 71)}"
WASTING,"{(30, 36), (103, 135), (103, 160)}"
WATER,"{(294, 34), (482, 124), (1191, 17), (115, 35), (109, 25), (835, 80), (441, 16), (522, 276), (109, 92), (201, 233), (515, 90), (298, 31), (637, 37), (564, 62), (31, 111), (792, 87), (441, 0), (441, 186), (441, 250), (955, 230), (31, 92), (441, 82), (31, 174), (201, 192), (406, 23), (307, 60), (1115, 78), (31, 9), (1210, 59), (441, 118), (116, 56), (294, 56), (503, 108), (1157, 7), (31, 143), (25, 48), (134, 19), (441, 145), (533, 164), (25, 2), (522, 167), (31, 167), (116, 25), (441, 102), (980, 127), (109, 56), (119, 54), (542, 197), (103, 73)}"
WATERBINDING,"{(119, 87), (294, 82), (119, 7)}"
WATERINOILINWATER,"{(917, 38)}"
WATERMISCIBLE,"{(676, 114), (676, 349)}"
WATERY,"{(134, 63)}"
WAVE,"{(776, 165)}"
WAY,"{(285, 76), (981, 62), (1072, 42), (430, 80), (237, 20), (869, 57), (197, 136), (592, 88), (1122, 89), (1162, 137), (1160, 78), (1172, 223), (328, 22), (239, 44), (511, 43)}"
WAYS,"{(1194, 47), (1149, 294), (848, 37)}"
WBC,"{(181, 45), (118, 82), (181, 126)}"
WBCGR,"{(118, 93)}"
WE,"{(1175, 88), (694, 62), (1206, 103), (208, 7), (90, 33), (1127, 57), (1116, 29), (1157, 67), (1151, 14), (430, 74), (740, 52), (124, 67), (288, 17), (1081, 58), (509, 12), (98, 23), (1127, 34), (1086, 182), (395, 8), (1128, 8), (91, 11), (1159, 4), (655, 62), (898, 67), (220, 12), (278, 84), (898, 94), (541, 85), (1238, 13), (71, 154), (1135, 6), (501, 125), (542, 175), (581, 5), (277, 11), (739, 33), (1044, 13), (1019, 87), (767, 122), (615, 6), (519, 38), (261, 17), (19, 102), (502, 70), (1051, 11), (811, 160), (126, 66), (1121, 102), (849, 70), (841, 66), (898, 39), (572, 36), (272, 22), (284, 5), (964, 20), (463, 50), (134, 164), (291, 129), (502, 83), (936, 43), (810, 65), (483, 97), (894, 46), (18, 226), (758, 45), (90, 13), (845, 13), (371, 121), (1168, 47), (1160, 43), (238, 24), (919, 84), (621, 8), (293, 75), (738, 26), (284, 103), (818, 55), (716, 7), (726, 228), (399, 71), (811, 6), (716, 34), (112, 5), (846, 9), (90, 93), (633, 112), (1092, 168), (533, 52), (691, 71), (122, 72), (572, 138), (1175, 31), (495, 34), (1037, 97), (215, 7), (928, 10), (118, 74), (655, 10), (246, 89), (915, 95), (906, 37), (403, 63), (655, 37), (1236, 10), (694, 117), (1153, 12), (541, 42), (1111, 24), (1072, 14), (220, 72), (1100, 14), (598, 5), (96, 33), (913, 17), (726, 209), (716, 15), (978, 24), (1185, 85), (319, 59), (277, 62), (1086, 219), (1206, 144), (973, 40), (712, 17), (50, 56), (1151, 46), (1108, 75), (762, 103), (529, 157), (954, 53), (891, 109), (915, 76), (529, 22), (1129, 8), (602, 110), (739, 115), (102, 70), (358, 5), (997, 10), (1163, 33), (483, 36), (124, 85), (284, 74), (483, 45), (1183, 20), (965, 45), (1172, 118), (949, 189), (542, 198), (543, 172), (90, 55), (722, 12), (718, 60), (919, 68), (711, 11), (572, 91), (691, 42), (912, 10), (12, 28), (1046, 108), (367, 76), (726, 14), (1028, 68), (180, 133), (19, 8), (208, 33), (745, 310), (279, 84), (687, 49), (1156, 110), (1096, 77), (644, 87), (351, 109), (173, 93), (1077, 82), (186, 32), (712, 87), (964, 61), (56, 29), (755, 76), (1130, 102), (1003, 299), (285, 10), (1039, 91), (897, 7), (1164, 91), (287, 65), (718, 32), (1099, 132), (90, 45), (173, 70), (83, 15), (118, 134), (52, 45), (726, 157), (648, 79), (744, 16), (725, 21), (885, 10), (18, 168), (694, 33), (497, 41), (482, 52), (495, 80), (502, 128), (849, 83), (919, 17), (173, 47), (947, 106), (1170, 7), (1105, 54), (1132, 17), (798, 10), (949, 133), (1099, 86), (740, 144), (1177, 42), (1143, 156), (919, 30), (495, 111), (740, 9), (828, 9), (796, 35), (406, 38), (585, 117), (1040, 14), (765, 56), (746, 70), (1092, 51), (137, 124), (798, 135), (877, 1), (1137, 58), (154, 60), (923, 4), (1066, 25), (1106, 98), (933, 17), (1004, 77), (1229, 24), (811, 185), (501, 145), (1143, 137), (18, 238), (1148, 63), (978, 69), (1179, 68), (1172, 29), (163, 131), (1172, 38), (665, 112), (1131, 24), (997, 42), (781, 9), (811, 171), (487, 47), (1206, 72), (629, 149), (936, 59), (1093, 15), (1238, 104), (291, 10), (248, 39), (534, 155), (140, 97), (714, 122), (879, 189), (451, 166), (529, 67), (971, 34), (112, 53), (135, 18), (949, 104), (658, 77), (739, 160), (690, 38), (279, 175), (703, 57), (35, 43), (947, 45), (572, 177), (1130, 166), (280, 5), (173, 31), (140, 83), (1000, 47), (1031, 62), (1172, 257), (196, 109), (723, 31), (984, 89), (644, 11), (1210, 32), (945, 88), (482, 98), (1222, 6), (714, 103), (319, 80), (956, 381), (377, 161), (652, 137), (1046, 36), (173, 111), (691, 82), (201, 75), (124, 102), (1164, 24), (1206, 39), (1218, 4), (964, 115), (124, 138), (180, 146), (1092, 120), (544, 13), (1111, 8), (1236, 30), (1206, 7), (648, 97), (358, 26), (1238, 48), (104, 137), (484, 31), (655, 169), (1117, 41), (506, 125), (694, 105), (277, 82), (1129, 42), (542, 102), (711, 41), (283, 18), (811, 137), (118, 30), (635, 15), (734, 137), (726, 53), (615, 27), (726, 62), (289, 24), (312, 26), (892, 174), (115, 6), (639, 21), (502, 6), (1143, 30), (657, 38), (692, 5), (1140, 43), (1003, 28), (1037, 30), (1223, 68), (765, 7), (1235, 42), (118, 7), (649, 70), (64, 63), (1169, 51), (1165, 99), (643, 261), (954, 135), (529, 10), (1206, 127), (557, 108), (1129, 23), (923, 22), (65, 158), (1113, 29), (658, 150), (694, 45), (1117, 8), (180, 117), (1128, 32), (322, 75), (525, 7), (700, 8), (1223, 49), (284, 39), (1163, 7), (450, 71), (284, 57), (796, 61), (338, 37), (714, 19), (130, 8), (925, 211), (1135, 39), (412, 71), (703, 152), (931, 7), (1223, 17), (1051, 161), (1132, 6), (900, 10), (293, 6), (1140, 28), (811, 99), (304, 21), (106, 27), (904, 7), (293, 91), (1185, 44), (718, 11)}"
WEAK,"{(726, 207), (198, 42), (795, 105), (198, 51)}"
WEAKLY,"{(895, 79)}"
WEAKNESS,"{(30, 34)}"
WEAKNESSES,"{(646, 49), (448, 91)}"
WEATHER,"{(713, 117), (1216, 196), (105, 86)}"
WEDGE,"{(316, 54)}"
WEEK,"{(1098, 38), (543, 126), (1188, 90), (1128, 58), (37, 58), (1213, 32), (543, 128), (606, 130), (643, 15), (768, 18), (725, 69), (788, 14)}"
WEEKLY,"{(543, 102), (1231, 47), (1084, 88)}"
WEEKS,"{(354, 27), (1002, 87), (2, 97), (587, 128), (1189, 41), (74, 70), (1002, 59), (1188, 97), (1121, 159), (629, 112), (330, 93), (616, 35), (1104, 48), (1002, 95), (542, 46), (267, 49), (1092, 107), (1002, 70), (543, 99), (1071, 44), (148, 112), (1130, 124), (1002, 164), (459, 105), (543, 86), (544, 51), (993, 57), (606, 133), (667, 24)}"
WEIGHING,"{(348, 51), (785, 165)}"
WEIGHT,"{(640, 82), (556, 77), (181, 108), (640, 91), (868, 65), (574, 75), (648, 113), (259, 112), (976, 36), (1213, 46), (185, 217), (1197, 68), (565, 90), (1003, 56), (538, 57), (1021, 25), (896, 67), (613, 69), (650, 63), (667, 232), (1180, 54), (783, 34), (749, 160), (249, 66), (955, 91), (669, 188), (694, 71), (214, 19), (1112, 159), (243, 171), (578, 42), (561, 90), (522, 138), (70, 63), (762, 144), (667, 236), (317, 59), (962, 98), (640, 47), (573, 210), (998, 94), (650, 88), (667, 202), (749, 100), (813, 103), (892, 320), (825, 31), (536, 102), (71, 213), (565, 199), (1003, 46), (650, 44), (805, 101), (1014, 122), (93, 126), (565, 128), (891, 106), (544, 44), (561, 69), (585, 100), (414, 53), (272, 79), (565, 66), (573, 253), (681, 82), (686, 194), (578, 78), (444, 53), (532, 90), (450, 48), (137, 82), (779, 40), (380, 53), (640, 37), (955, 104), (667, 55), (813, 75), (751, 54), (259, 202), (243, 163), (868, 93), (380, 83), (976, 108), (565, 162), (1037, 84), (572, 97), (123, 103), (536, 58), (522, 178), (139, 56), (859, 71), (667, 212), (362, 58), (827, 60), (650, 9), (950, 130), (1154, 91), (550, 251), (640, 62), (823, 92), (230, 118), (181, 51), (1000, 261), (686, 74), (596, 202), (675, 202), (688, 77)}"
WEIGHTS,"{(185, 204), (214, 95), (185, 22), (667, 199)}"
WEILFELIX,"{(104, 229)}"
WEISSENBERG,"{(593, 6), (47, 19)}"
WELCH,"{(714, 180)}"
WELL,"{(203, 26), (143, 124), (767, 31), (268, 103), (1093, 30), (674, 77), (263, 125), (478, 77), (588, 77), (370, 272), (344, 79), (973, 193), (1156, 113), (915, 17), (1232, 90), (280, 61), (394, 46), (597, 125), (46, 132), (483, 167), (588, 186), (207, 49), (18, 186), (520, 85), (867, 31), (142, 20), (48, 150), (1170, 123), (1160, 131), (8, 260), (672, 75), (1172, 114), (818, 223), (501, 104), (878, 88), (875, 110), (1099, 83), (103, 51), (97, 99), (1208, 72), (613, 46), (538, 52), (281, 155), (216, 129), (335, 46), (631, 164), (1040, 64), (822, 76), (445, 98), (424, 96), (544, 67), (736, 54), (79, 89), (734, 75), (953, 134), (329, 72), (885, 189), (502, 97), (866, 38), (261, 129), (635, 163), (169, 64), (973, 94), (1120, 329), (360, 43), (385, 42), (384, 19), (892, 41), (459, 40), (822, 110), (525, 113), (1069, 51), (194, 22), (694, 180), (994, 91), (973, 62), (360, 237), (748, 163), (777, 25), (688, 87), (1000, 310), (1067, 46), (707, 20), (643, 194), (683, 56), (115, 26), (919, 150), (179, 166), (595, 89), (886, 143), (518, 7), (1037, 59), (1237, 196), (281, 243), (1209, 100), (542, 265), (178, 89), (1047, 111), (315, 195), (581, 49), (606, 222), (524, 24), (886, 175), (645, 33), (1167, 54), (1203, 41), (1009, 38), (1116, 54), (147, 128), (1202, 188), (358, 31), (194, 124), (1073, 59), (178, 137)}"
WELLCOMPENSATED,"{(477, 10)}"
WELLCONFIRMED,"{(222, 9)}"
WELLDEFINED,"{(1042, 24)}"
WELLDOCUMENTED,"{(314, 23)}"
WELLESTABLISHED,"{(238, 162)}"
WELLINGTON,"{(379, 108)}"
WELLKNOWN,"{(564, 108), (281, 60)}"
WELLSTUDIED,"{(351, 39)}"
WERE,"{(664, 49), (615, 7), (1030, 106), (793, 50), (1047, 195), (858, 179), (1006, 14), (522, 230), (1025, 27), (354, 8), (877, 49), (469, 74), (629, 63), (312, 127), (148, 24), (1052, 22), (876, 25), (695, 13), (1090, 134), (196, 37), (55, 61), (335, 115), (179, 213), (716, 72), (876, 61), (529, 102), (320, 108), (532, 107), (1090, 26), (524, 23), (678, 81), (256, 64), (1125, 104), (164, 66), (630, 18), (191, 56), (223, 8), (591, 31), (1077, 41), (486, 94), (563, 85), (463, 147), (260, 47), (556, 46), (192, 178), (388, 89), (63, 149), (124, 128), (75, 123), (686, 11), (223, 21), (747, 27), (1237, 34), (314, 139), (6, 172), (858, 123), (144, 222), (36, 51), (853, 44), (1059, 149), (556, 23), (1126, 59), (890, 48), (749, 72), (644, 135), (597, 60), (771, 96), (244, 201), (1171, 66), (1020, 13), (1011, 50), (65, 55), (1051, 122), (675, 100), (1161, 30), (415, 60), (388, 43), (453, 172), (244, 178), (567, 194), (1042, 158), (963, 130), (564, 161), (242, 110), (38, 51), (520, 54), (1130, 163), (140, 98), (320, 150), (963, 107), (366, 37), (13, 35), (816, 93), (725, 91), (148, 79), (567, 148), (459, 93), (83, 71), (54, 44), (430, 151), (350, 42), (1142, 91), (53, 84), (179, 160), (455, 64), (259, 189), (320, 19), (559, 301), (509, 71), (227, 56), (567, 161), (369, 176), (268, 93), (355, 98), (716, 140), (1149, 144), (95, 58), (630, 73), (307, 57), (526, 101), (236, 33), (673, 34), (706, 68), (1154, 78), (710, 38), (224, 144), (1029, 83), (752, 40), (174, 63), (722, 48), (840, 40), (6, 106), (107, 9), (522, 108), (1119, 98), (553, 95), (1216, 30), (185, 193), (577, 159), (1000, 262), (1200, 58), (174, 40), (884, 87), (968, 166), (679, 63), (1203, 69), (1062, 93), (804, 99), (1005, 89), (550, 39), (1227, 138), (24, 109), (857, 46), (312, 103), (565, 54), (712, 73), (95, 25), (629, 75), (569, 29), (70, 53), (212, 57), (467, 18), (244, 89), (564, 216), (645, 24), (885, 122), (1227, 151), (166, 26), (1077, 63), (91, 32), (712, 50), (805, 134), (415, 128), (1165, 68), (794, 161), (916, 86), (71, 31), (244, 102), (86, 159), (521, 87), (963, 54), (989, 192), (75, 37), (813, 115), (678, 70), (1202, 76), (33, 40), (74, 41), (956, 280), (599, 42), (521, 208), (890, 191), (78, 47), (34, 126), (174, 20), (280, 38), (877, 28), (594, 48), (386, 19), (238, 41), (202, 118), (572, 66), (19, 262), (7, 108), (986, 200), (469, 53), (812, 163), (550, 163), (73, 89), (879, 73), (851, 11), (747, 39), (496, 48), (1035, 33), (745, 114), (155, 20), (676, 280), (955, 189), (1027, 65), (678, 60), (31, 69), (211, 36), (130, 48), (1237, 23), (901, 74), (228, 125), (589, 104), (140, 12), (818, 76), (1045, 118), (1078, 152), (178, 124), (509, 80), (269, 98), (550, 117), (807, 38), (565, 96), (411, 187), (543, 114), (1081, 18), (111, 191), (420, 43), (89, 23), (1202, 164), (1085, 24), (917, 31), (61, 46), (989, 172), (514, 28), (20, 50), (65, 201), (286, 20), (1090, 80), (786, 77), (563, 185), (864, 33), (1016, 130), (1197, 62), (300, 76), (1005, 157), (37, 111), (660, 239), (1064, 63), (812, 107), (1095, 50), (26, 101), (514, 41), (1143, 63), (860, 40), (275, 24), (589, 71), (1130, 129), (632, 32), (867, 164), (308, 57), (1085, 243), (371, 113), (115, 7), (355, 25), (24, 154), (522, 22), (1064, 76), (1118, 47), (251, 53), (1085, 135), (1029, 203), (1055, 112), (843, 49), (1130, 142), (969, 45), (1034, 25), (1216, 65), (320, 44), (998, 108), (1104, 89), (1201, 58), (364, 86), (411, 167), (209, 69), (268, 118), (1006, 84), (275, 14), (630, 62), (989, 260), (24, 23), (647, 151), (183, 16), (1200, 34), (1060, 60), (1005, 124), (185, 205), (574, 166), (854, 71), (738, 125), (865, 86), (347, 160), (532, 285), (429, 49), (1043, 128), (685, 11), (671, 76), (1228, 30), (414, 42), (662, 27), (51, 102), (1209, 16), (455, 79), (876, 72), (404, 113), (577, 184), (1000, 287), (448, 39), (1151, 47), (1149, 123), (429, 62), (335, 18), (1227, 42), (897, 23), (574, 156), (506, 101), (1049, 120), (794, 16), (1, 114), (71, 66), (111, 102), (145, 15), (156, 24), (1015, 20), (745, 159), (367, 64), (521, 122), (98, 168), (675, 180), (1078, 76), (55, 206), (524, 47), (141, 166), (179, 129), (346, 126), (754, 100), (1006, 172), (161, 80), (778, 48), (1204, 156), (842, 69), (55, 98), (694, 170), (387, 19), (458, 79), (469, 88), (1067, 43), (1112, 50), (1178, 32), (89, 68), (1090, 148), (405, 45), (972, 12), (1043, 72), (1149, 90), (6, 75), (1199, 176), (22, 19), (85, 75), (1003, 120), (895, 29), (161, 70), (983, 178), (876, 52), (1204, 146), (1047, 199), (1054, 58), (382, 74), (174, 45), (604, 123), (524, 14), (172, 200), (455, 36), (823, 23), (62, 190), (196, 41), (256, 55), (1071, 124), (675, 160), (145, 80), (36, 173), (962, 73), (400, 77), (567, 74), (987, 102), (34, 105), (414, 97), (953, 145), (144, 92), (982, 145), (1075, 107), (100, 171), (704, 56), (865, 10), (175, 57), (1056, 71), (611, 129), (414, 195), (1119, 47), (337, 11), (302, 53), (890, 160), (509, 95), (469, 22), (250, 100), (680, 62), (1062, 127), (542, 128), (743, 118), (232, 51), (184, 11), (564, 152), (766, 21), (1102, 56), (1067, 98), (253, 110), (522, 155), (405, 15), (842, 16), (321, 21), (676, 69), (688, 79), (1171, 47), (523, 91), (1003, 90), (1050, 22), (467, 52), (909, 19), (314, 218), (259, 59), (114, 49), (589, 50), (657, 68), (63, 120), (415, 162), (905, 26), (3, 74), (307, 336), (347, 149), (178, 191), (790, 44), (346, 40), (575, 128), (371, 69), (969, 24), (887, 134), (451, 98), (38, 45), (424, 80), (1, 126), (174, 54), (417, 77), (406, 67), (171, 21), (424, 201), (1047, 100), (850, 80), (600, 54), (780, 21), (1150, 197), (813, 54), (458, 91), (95, 39), (890, 130), (1105, 167), (380, 28), (68, 21), (383, 33), (879, 120), (1048, 78), (447, 54), (1178, 44), (49, 44), (55, 87), (762, 65), (876, 87), (1150, 210), (187, 99), (667, 178), (742, 92), (1090, 52), (553, 76), (253, 80), (769, 82), (667, 34), (600, 44), (1010, 28), (1, 93), (63, 41), (36, 87), (155, 44), (228, 28), (375, 47), (167, 18), (266, 140), (755, 39), (175, 138), (228, 113), (53, 32), (985, 92), (85, 64), (667, 191), (533, 111), (717, 48), (986, 93), (674, 86), (884, 45), (1085, 35), (243, 128), (55, 77), (528, 117), (145, 92), (588, 24), (807, 62), (526, 49), (998, 44), (36, 41), (892, 142), (594, 39), (927, 105), (218, 53), (892, 263), (1005, 60), (466, 11), (383, 13), (268, 175), (160, 84), (252, 87), (706, 114), (1054, 37), (19, 230), (564, 30), (986, 168), (594, 52), (385, 58), (910, 29), (1021, 125), (1012, 76), (313, 75), (411, 201), (1045, 109), (260, 184), (421, 138), (93, 156), (745, 82), (956, 382), (583, 20), (80, 73), (2, 10), (62, 61), (11, 95), (555, 79), (669, 64), (61, 181), (778, 236), (99, 64), (487, 60), (702, 134), (1104, 28), (244, 73), (483, 175), (194, 72), (312, 64), (678, 41), (636, 44), (577, 74), (669, 77), (256, 24), (400, 154), (526, 150), (349, 108), (260, 30), (357, 48), (302, 32), (375, 102), (278, 169), (453, 21), (369, 58), (73, 145), (269, 56), (1237, 138), (604, 82), (11, 62), (567, 20), (812, 196), (1207, 88), (453, 34), (567, 56), (316, 65), (695, 61), (235, 76), (679, 89), (149, 9), (250, 177), (848, 132), (745, 39), (1051, 82), (683, 64), (951, 144), (426, 30), (383, 68), (973, 19), (986, 138), (1107, 19), (19, 20), (695, 74), (567, 154), (357, 15), (725, 182), (194, 137), (138, 13), (744, 51), (422, 37), (690, 80), (803, 137), (414, 33), (964, 91), (105, 101), (140, 58), (203, 114), (277, 63), (364, 31), (865, 90), (1042, 131), (679, 79), (661, 30), (1036, 93), (831, 69), (854, 52), (1000, 255), (369, 123), (813, 20), (349, 65), (1207, 176), (113, 54), (1038, 138), (745, 150), (1226, 45), (1086, 71), (1101, 50), (336, 67), (302, 74), (690, 70), (736, 37), (1217, 81), (372, 26), (1020, 61), (276, 58), (847, 26), (1014, 23), (300, 122), (291, 73), (577, 21), (1101, 27), (1226, 58), (804, 69), (989, 231), (736, 50), (983, 156), (1090, 139), (668, 37), (458, 47), (1006, 32), (1172, 64), (872, 73), (455, 50), (714, 130), (48, 40), (360, 126), (185, 45), (1029, 141), (176, 82), (253, 36), (1081, 44), (575, 172), (669, 99), (347, 85), (18, 254), (745, 130), (366, 75), (954, 96), (179, 185), (393, 65), (383, 100), (411, 82), (194, 84), (743, 34), (137, 224), (867, 69), (981, 91), (415, 88), (716, 165), (896, 132), (138, 45), (599, 25), (1222, 153), (1237, 16), (141, 199), (683, 24), (998, 36), (613, 45), (786, 116), (1070, 140), (396, 52), (228, 95), (20, 66), (1049, 58), (750, 27), (453, 69), (986, 160), (993, 19), (635, 82), (164, 51), (1029, 121), (211, 19), (684, 59), (178, 107), (1090, 109), (1204, 94), (245, 17), (780, 32), (140, 80), (604, 71), (805, 61), (228, 49), (347, 186), (1086, 80), (259, 73), (460, 63), (771, 104), (986, 29), (1206, 32), (1124, 79), (23, 61), (387, 78), (661, 52), (673, 26), (161, 31), (100, 21), (414, 68), (526, 129), (1000, 277), (463, 109), (624, 26), (803, 28), (291, 82), (1222, 97), (155, 78), (100, 142), (1125, 164), (85, 13), (347, 19), (673, 183), (829, 22), (144, 184), (259, 171), (714, 77), (1005, 140), (849, 121), (55, 111), (604, 61), (459, 88), (519, 102), (155, 91), (523, 72), (657, 72), (858, 62), (649, 68), (124, 103), (1036, 105), (887, 125), (68, 58), (460, 30), (635, 147), (115, 111), (303, 82), (1075, 153), (831, 58), (606, 205), (203, 80), (780, 12), (506, 117), (212, 85), (268, 65), (19, 35), (555, 15), (417, 81), (712, 78), (858, 52), (1005, 71), (778, 208), (346, 142), (600, 58), (751, 47), (111, 95), (143, 47), (847, 136), (455, 26), (137, 125), (317, 92), (718, 27), (341, 40), (59, 62), (23, 139), (679, 35), (248, 77), (726, 116), (100, 99), (752, 25), (11, 21), (910, 53), (61, 107), (1055, 62), (1007, 22), (782, 132), (212, 16), (62, 108), (766, 44), (574, 139), (466, 48), (36, 55), (205, 129), (185, 34), (345, 23), (29, 52), (242, 16), (890, 88), (259, 105), (981, 126), (122, 99), (1051, 41), (91, 148), (1229, 47), (369, 92), (190, 126), (29, 29), (300, 114), (1027, 70), (678, 65), (858, 32), (1012, 90), (522, 83), (554, 115), (160, 75), (613, 57), (814, 47), (625, 31), (563, 56), (1051, 139), (266, 98), (7, 103), (604, 93), (659, 29), (393, 175), (674, 44), (143, 148), (242, 127), (710, 232), (1073, 55), (59, 42), (924, 75), (1038, 97), (409, 11), (1059, 156), (587, 17), (61, 87), (62, 52), (585, 93), (522, 73), (185, 122), (286, 25), (420, 25), (1038, 74), (144, 206), (411, 61), (416, 27), (751, 17), (583, 24), (1119, 40), (399, 64), (451, 111), (1220, 64), (1204, 119), (1042, 57), (383, 92), (24, 159), (909, 58), (144, 75), (439, 29), (310, 107), (235, 113), (248, 132), (209, 61), (857, 96), (877, 111), (284, 91), (1108, 123), (852, 54), (1136, 78), (611, 76), (86, 111), (320, 49), (1117, 64), (955, 151), (1, 152), (411, 172), (261, 84), (55, 15), (194, 30), (608, 164), (667, 250), (383, 82), (349, 89), (1107, 33), (144, 65), (660, 67), (1116, 81), (1099, 28), (555, 50), (143, 105), (369, 39), (451, 78), (1053, 34), (179, 144), (880, 111), (1060, 78), (608, 177), (185, 223), (901, 170), (566, 36), (48, 110), (463, 209), (920, 39), (260, 109), (714, 56), (414, 60), (466, 70), (231, 87), (563, 268), (812, 69), (260, 86), (1058, 66), (521, 127), (458, 107), (176, 129), (807, 111), (149, 111), (793, 33), (463, 78), (509, 45), (803, 226), (529, 23), (248, 89), (374, 85), (771, 50), (554, 52), (809, 13), (661, 34), (599, 59), (231, 41), (1014, 158), (743, 189), (1147, 13), (1198, 95), (24, 93), (458, 205), (961, 39), (310, 41), (679, 24), (604, 30), (155, 60), (100, 124), (33, 34), (1172, 78), (348, 45), (1151, 140), (265, 47), (367, 180), (865, 48), (414, 112), (347, 122), (193, 27), (841, 99), (196, 69), (29, 41), (260, 53), (804, 37), (819, 53), (831, 27), (39, 90), (313, 101), (192, 40), (675, 44), (89, 63), (190, 115), (745, 108), (1188, 156), (819, 30), (367, 278), (421, 20), (989, 212), (1119, 62), (680, 100), (1202, 96), (1112, 22), (1237, 53), (169, 69), (750, 51), (172, 74), (956, 156), (383, 114), (349, 121), (675, 142), (250, 115), (850, 30), (742, 317), (848, 106), (1222, 167), (1014, 138), (172, 51), (159, 118), (65, 74), (542, 264), (1074, 8), (1016, 183), (961, 104), (411, 109), (836, 72), (164, 88), (989, 22), (1217, 29), (769, 55), (243, 88), (681, 91), (161, 55), (1085, 31), (1149, 52), (550, 101), (755, 12), (1005, 43), (782, 114), (460, 100), (994, 150), (371, 107), (48, 11), (175, 52), (885, 99), (905, 77), (458, 31), (176, 53), (998, 17), (1030, 49), (204, 7), (404, 32), (814, 16), (62, 152), (55, 27), (745, 65), (686, 95), (314, 79), (543, 88), (448, 79), (674, 13), (1043, 145), (150, 13), (285, 57), (372, 62), (722, 31), (144, 54), (1006, 235), (840, 23), (429, 223), (209, 40), (993, 36), (751, 94), (616, 49), (320, 136), (554, 74), (628, 23), (417, 105), (4, 52), (567, 49), (285, 34), (144, 31), (1127, 93), (1213, 16), (71, 83), (707, 64), (1062, 112), (43, 20), (316, 35), (951, 137), (526, 110), (486, 37), (161, 97), (876, 79), (1106, 132), (193, 85), (1143, 50), (812, 179), (887, 93), (703, 43), (951, 114), (977, 23), (918, 53), (998, 82), (1164, 114), (36, 79), (61, 23), (1006, 202), (244, 144), (827, 56), (575, 100), (1078, 83), (77, 152), (170, 51), (738, 243), (867, 128), (242, 76), (316, 25), (805, 153), (368, 72), (145, 143), (1204, 163), (63, 46), (1022, 43), (853, 85), (775, 22), (892, 278), (901, 18), (738, 76), (347, 111), (567, 114), (1121, 142), (751, 51), (92, 86), (349, 156), (1066, 62), (804, 62), (73, 108), (683, 37), (151, 27), (447, 26), (212, 43), (667, 29), (169, 81), (393, 91), (394, 19), (1062, 69), (44, 22), (755, 34), (553, 48), (504, 43), (812, 159), (1165, 54), (204, 16), (1000, 215), (275, 76), (865, 27), (1025, 15), (374, 54), (1180, 38), (385, 63), (653, 143), (1161, 61), (144, 122), (371, 21), (1060, 14), (983, 139), (203, 64), (204, 29), (696, 82), (22, 137), (409, 25), (624, 62), (164, 77), (1036, 43), (222, 18), (1217, 54), (375, 153), (59, 33), (253, 127), (527, 21), (245, 43), (371, 119), (1050, 62), (1230, 29), (111, 79), (313, 34), (973, 80), (179, 70), (1086, 106), (554, 96), (543, 123), (757, 46), (72, 92), (346, 103), (956, 112), (1003, 107), (982, 21), (812, 247), (374, 21), (486, 82), (357, 53), (1136, 56), (1120, 111), (710, 213), (1019, 65), (313, 168), (1030, 74), (1131, 126), (1118, 43), (313, 24), (647, 49), (323, 73), (260, 133), (1198, 44), (560, 22), (1035, 22), (396, 35), (1140, 44), (1170, 66), (272, 121), (810, 25), (551, 30), (986, 107), (246, 68), (1130, 151), (463, 102), (1127, 82), (59, 98), (1118, 33), (250, 74), (1116, 72), (409, 67), (543, 67), (1005, 12), (260, 123), (305, 131), (244, 35), (190, 64), (92, 23), (447, 71), (955, 132), (1, 133), (335, 158), (522, 250), (616, 28), (255, 22), (1090, 69), (597, 136), (253, 97), (588, 87), (695, 33), (1237, 87), (1028, 93), (585, 18), (532, 271), (63, 94), (387, 38), (1171, 34), (530, 203), (451, 59), (1207, 73), (629, 96), (400, 93), (702, 86), (1016, 96), (600, 38), (673, 22), (812, 37), (803, 217), (674, 103), (567, 126), (459, 35), (805, 34), (597, 5), (176, 97), (447, 182), (55, 215), (840, 113), (1196, 40), (1014, 149), (1100, 72), (1125, 16), (843, 38), (1071, 45), (347, 136), (144, 36), (75, 22), (429, 25), (1066, 51), (867, 107), (736, 32), (1131, 73), (577, 124), (812, 27)}"
WEST,"{(342, 43), (1166, 24), (73, 158), (342, 68), (881, 38), (713, 19), (1061, 40), (968, 104), (64, 38), (1166, 9), (342, 5), (39, 105)}"
WESTERN,"{(1187, 36), (1232, 66), (333, 57)}"
WET,"{(993, 165)}"
WHAT,"{(1218, 16), (56, 28), (735, 2), (911, 42), (931, 75), (505, 107), (1031, 61), (377, 61), (1031, 88), (726, 227), (106, 46), (767, 121), (943, 8), (490, 59), (298, 78), (134, 25), (1148, 96), (1111, 28), (975, 33)}"
WHATEVER,"{(797, 21), (593, 87)}"
